treatment_code,description,list_price,last_changed,months_held,confidence,tier,share_pct,charges_in_run,alt1_price,alt1_count,alt2_price,alt2_count,drifting,drift_price,drift_months,uses_365d,revenue_365d
TAMP,"Tail Tip Amputation",295.74,2025-03-01,2,41,LOW,50,2,492.9,1,,0,false,,0,1,492.9
PEART,"Peartree Pawprint - Custom/Fur Match",245.45,2026-01-01,1,65,MEDIUM,100,2,,0,,0,false,,0,2,490.9
102995,"PVD Feline DM 2.72 kg",59.71,2025-12-01,3,59,MEDIUM,66.7,6,62.1,2,,0,false,,0,8,482.46
117906,"Hills K9 z/d 25 lbs",152.68,2025-02-01,5,66,MEDIUM,62.5,8,160.7,2,160.64,1,false,,0,3,482.04
135469,"CortiPro 1% Hydrocortisone Spray - 59mL",43.9,2025-06-01,4,81,HIGH,100,6,,0,,0,false,,0,11,481.84
ANESLOC,"Anesthetic - Local",80,2025-02-01,5,86,HIGH,100,8,,0,,0,false,,0,6,480
143731,"Fluoxetine 20mg caps (MINT)",31.5,2025-09-01,3,68,MEDIUM,83.3,6,51,1,,0,false,,0,12,478.5
LANCDR,"Lance & Drain Abscess",79.6,2025-03-01,4,72,MEDIUM,76.9,13,39.8,3,,0,false,,0,6,477.6
111291,"Hills Fel d/d Duck - 3.5lbs",39.29,2025-07-01,4,78,HIGH,90,10,38.38,1,,0,false,,0,12,468.75
125427,"Clindamycin 300mg",42,2024-11-01,6,52,MEDIUM,27.3,11,40,3,32.72,2,true,30.8,1,14,464.46
138277,"Simparica TRIO Blue 10.1-20kg",38.47,2024-08-01,5,47,LOW,28.6,7,39.4,2,401.3,1,true,44.72,1,7,462.56
137230,"Hills K9 GI Biome - 8lbs",40.8,2019-08-01,4,66,MEDIUM,75,4,46.09,1,,0,true,67.8,1,7,461.55
118191,"Felimazole 5mg",52.2,2025-11-01,3,66,MEDIUM,80,5,85,1,,0,true,55.8,2,8,461.2
BP,"Blood Pressure Measurement",46,2021-06-01,21,100,HIGH,100,50,,0,,0,false,,0,10,460
ANAL1,"Anal Glands(With Appointment)",22,2022-06-01,24,99,HIGH,98.1,104,11,1,19.8,1,false,,0,21,459.8
128222,"Viaderm KC Cream - 30g",40.44,2023-10-01,7,91,HIGH,89.3,28,34.37,2,14.22,1,true,39.02,2,12,457.64
OXY,"Oxygen Mask/Chamber/Hour",60,2019-02-01,4,39,LOW,18.2,11,152.2,2,21.5,1,true,152.2,1,3,456.6
MCCSA,"Medi-Cal Calculus Stone Analysis",91.9,2025-03-01,2,58,MEDIUM,75,4,84.11,1,,0,true,140.18,1,4,456.37
132320,"Insulin Syr CarePoint U-40 0.5cc/29g",24.74,2025-11-01,3,58,MEDIUM,62.5,8,49.48,2,18.56,1,true,32.98,1,13,455.62
143789,"PVD K9 OM Wt Manage select blend 7.48kg",112.46,2025-11-01,3,38,LOW,33.3,3,224.92,1,116.96,1,false,,0,3,454.34
144602,"Gabapentin 600mg (AURO)",21.9,2026-02-01,2,33,LOW,22.2,9,45,2,12.66,2,false,,0,24,446.62
112092,"Hills Fel d/d Duck 156g",62.4,2020-05-01,3,48,LOW,50,4,49.4,1,33.5,1,true,84.48,1,6,444.62
139688,"Douxo Pyo Shampoo 200mL",33.54,2025-03-01,3,48,LOW,50,4,34.86,1,40.67,1,true,42.21,1,11,444.41
128909,"Hills K9 i/d Ckn Stew - 12.5oz",6.25,2024-07-01,4,47,LOW,40,5,12.5,1,43.75,1,true,73.32,2,7,441.6
106306,"Sulcrate Susp.200mg/ml",20,2025-03-01,4,43,LOW,28.6,7,27,2,32,1,true,37,1,15,438.85
BG1,"Blood Glucose Test",45,2025-02-01,9,90,HIGH,93.3,15,33.75,1,,0,false,,0,10,438.75
137231,"K9 Hills Gi Biome 16lbs",110,2024-02-01,4,66,MEDIUM,75,4,107.98,1,,0,true,107.14,2,4,428.56
0007,"Canine Neuter < 15 kg",280,2024-06-01,3,76,HIGH,100,4,,0,,0,true,265,2,2,424
133024,"Simparica 20mg (5.1-10.0kg) Tan",35.97,2024-06-01,3,66,MEDIUM,80,5,65.44,1,,0,true,38.4,1,9,423.4
SM1W,"SmallMammal Comprehensive Profile",211.5,2025-12-01,1,65,MEDIUM,100,2,,0,,0,false,,0,2,423
138218,"Entero Aid + GI - 15ml",36.61,2025-08-01,5,88,HIGH,100,11,,0,,0,false,,0,12,422.39
FURCD,"Respiratory Panel RealPCR Culture If Ind",420.9,2026-02-01,1,63,MEDIUM,100,1,,0,,0,false,,0,1,420.9
120500,"RC Fel Satiety - 1.5kg",38.99,2025-03-01,3,66,MEDIUM,80,5,41.86,1,,0,true,43.54,1,10,420.77
139333,"RC Fel Selected Protein PD - 145g",56.48,2025-12-01,3,50,MEDIUM,50,6,45.89,1,63.54,1,false,,0,7,416.63
101089,"Tobramycin  0.3%",24.69,2025-11-01,4,85,HIGH,100,14,,0,,0,false,,0,17,414.3
128082,"Prozinc Human Insulin 40IU/ML 10ML",126.91,2024-02-01,6,66,MEDIUM,57.1,7,130.38,1,112.58,1,false,,0,3,412.41
CUL,"Aerobic Culture (Organism ID and Suscept",198.9,2026-01-01,1,37,LOW,50,2,213.5,1,,0,false,,0,2,412.4
118596,"PROSEB Shampoo 16oz",17,2019-02-01,2,69,MEDIUM,78.3,23,15.7,4,27.68,1,true,37.95,1,11,412.3
142589,"K9 PVD OM Metabolic Response JM 10.9kg",407.88,2025-11-01,1,63,MEDIUM,100,1,,0,,0,false,,0,1,407.88
920612,"Buster Under Constr 15cm E-collar",14.28,2025-11-01,5,87,HIGH,89.3,28,12.14,2,13.24,1,false,,0,29,407.76
128910,"Hills Fel k/d Ckn & Veg Stew 82g",7.86,2022-04-01,7,48,LOW,22.2,9,2.62,1,34.44,1,true,38.52,1,10,406.92
CON,"Consultation for 10 minutes",35,2019-02-01,26,98,HIGH,96.3,80,50,1,80,1,false,,0,11,402.5
125669,"Hills Fel k/d chicken - 1.8kg",51.99,2024-10-01,3,66,MEDIUM,80,5,46.43,1,,0,true,52.01,2,8,402.48
135197,"After Surgery Wear - M",33.54,2025-10-01,5,84,HIGH,91.7,12,31.86,1,,0,false,,0,12,400.8
ULTRA 8,"Dedicate Tech per hour",60,2019-02-01,2,52,MEDIUM,66.7,3,79.99,1,,0,true,199.97,1,2,399.94
129414,"RC Fel Urinary SO Mod Cal - 8kg",138,2024-04-01,5,62,MEDIUM,60,5,123.11,1,129.71,1,true,134.9,1,3,399.51
132261,"RC K9 Hypo Treat - 500g",34.92,2025-07-01,3,76,HIGH,100,4,,0,,0,false,,0,13,398.7
143009,"Cardalis Chew-2.5mg Benaz/20mg Spirono",69,2025-11-01,5,58,MEDIUM,50,6,17.7,1,86.7,1,false,,0,6,398.4
305,"Cremation Communal 30-45kg",100,2025-04-01,3,62,MEDIUM,75,4,98,1,,0,false,,0,4,398
143776,"Hills Fel C/D Stress chicken- 5.5 oz",13.6,2026-02-01,2,44,LOW,50,4,3.4,1,17,1,false,,0,14,396.69
117007,"MCRC K9 Urinary SO 3 kg",49.19,2025-02-01,6,86,HIGH,90,10,51.16,1,,0,false,,0,8,395.49
136204,"CET Veggiedent Chews Sm - 30s",16.64,2019-10-01,3,74,MEDIUM,100,3,,0,,0,true,24.55,1,14,392.33
115535,"Hills Fel t/d - 20lbs (IN-CLINIC)",61.61,2019-11-01,3,38,LOW,33.3,3,106.49,1,111.42,1,true,126.77,2,3,388.99
140517,"RC Fel Adult - 145g",79.92,2025-11-01,3,50,MEDIUM,50,6,72.24,2,3.01,1,false,,0,6,387.25
PIMO1.25,"Pimobendan 1.25mg Chew Tab Summit",96,2025-11-01,3,76,HIGH,100,4,,0,,0,false,,0,4,384
CTP7,"Idexx Thyroid Panel 7Canine",383.5,2026-03-01,1,63,MEDIUM,100,1,,0,,0,false,,0,1,383.5
FNANP1,"FNA (No Stain/Procedure) - First",76.2,2025-11-01,3,77,HIGH,100,5,,0,,0,false,,0,5,381
139690,"Douxo Pyo Mousse 150mL",39.99,2023-05-01,8,95,HIGH,100,20,,0,,0,true,50.57,2,8,380.44
LYTE4,"Lyte 4",22.05,2019-02-01,3,76,HIGH,100,4,,0,,0,true,34.1,2,9,373.6
144101,"PVD Fel Essential Care Kitten 85g",46.08,2025-11-01,1,65,MEDIUM,100,2,,0,,0,true,36.75,1,11,372.96
NSAIDIN,"NSAID + SDMA IN",122.28,2026-01-01,2,70,MEDIUM,100,3,,0,,0,false,,0,3,366.84
116986,"Vetoryl 10mg capsules per box",83.91,2019-02-01,4,49,LOW,33.3,15,82.27,3,90,1,false,,0,2,362.23
137314,"Max & Molly 500g",41.84,2024-08-01,7,91,HIGH,100,10,,0,,0,true,30.96,1,10,360.8
127706,"PVD K9 Ess. Care Puppy - 3.6kg",40,2025-08-01,5,78,HIGH,85.7,7,41.52,1,,0,false,,0,9,360.27
CTP1W,"Thyroid Profile 1Canine OUT",359.9,2025-11-01,1,63,MEDIUM,100,1,,0,,0,false,,0,1,359.9
140697,"RC K9 Gastro Low Fat - 8kg",118.53,2025-01-01,4,81,HIGH,100,6,,0,,0,false,,0,3,355.59
113594,"PVD Fel EN - 2.72kg",61.34,2025-05-01,3,62,MEDIUM,75,4,65.01,1,,0,true,52.01,1,6,353.05
MET,"Metacam Orally/Ml (clinic )",42.8,2025-11-01,4,47,LOW,40,5,56,1,75.36,1,false,,0,9,350.21
135199,"After Surgery Wear - L (17.3in)",26.64,2023-10-01,2,41,LOW,50,2,27.44,1,,0,true,34.58,2,10,348.76
CULV,"Urine Culture - Idexx Adv",173.9,2026-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,2,347.8
139347,"Optixcare Eye EMS (Yellow) 5 x 0.33mL",63,2024-11-01,6,85,HIGH,88.9,9,73.15,1,,0,true,73.15,1,5,345.45
308A,"Cremation Communal 10-45kg(22.1-100lbs)",85,2024-04-01,9,89,HIGH,89.5,19,75,2,,0,true,90,2,4,345
129839,"PVD K9 HA Vegetarian 11.3kg",213.84,2019-02-01,6,50,MEDIUM,28.6,7,172.29,2,106.92,1,false,,0,2,344.58
139213,"Hills K9 GI BIOME Chicken stew 12.5oz",81,2023-06-01,4,52,MEDIUM,50,4,30.5,1,25,1,true,25.6,1,12,340.35
133043,"RC Fel Satiety Support 8.5 kg",169.66,2025-11-01,2,69,MEDIUM,100,2,,0,,0,false,,0,2,339.32
140386,"PVD Fel EN Savory Selects Salmon - 156g",3.69,2025-03-01,8,66,MEDIUM,50,14,44.28,5,11.07,2,true,30.72,2,14,338.95
104863,"Metacam Oral 100ml",162.99,2026-01-01,2,41,LOW,50,2,175.93,1,,0,false,,0,2,338.92
0008,"Canine  Neuter  15 -25 kg",179.4,2020-11-01,8,48,LOW,22.2,9,299,2,192,2,true,168,1,2,336
CBC1,"Cbc In House",67,2025-11-01,2,73,MEDIUM,100,5,,0,,0,false,,0,5,335
SDMA,"SDMA IN",66.9,2025-12-01,3,77,HIGH,100,5,,0,,0,false,,0,5,334.5
144605,"Fluoxetine 20mg caps AURO",43.8,2026-02-01,2,61,MEDIUM,75,8,12.53,1,27.9,1,false,,0,10,332.63
138264,"RC Fel Urinary SO Aging + Calm - 3kg",72.12,2024-02-01,7,83,HIGH,87.5,8,64.38,1,,0,true,66.98,2,5,332.3
129826,"Isaderm Gel 15g",31.2,2025-01-01,4,87,HIGH,100,17,,0,,0,true,48.91,1,8,331.86
122273,"Hills Fel y/d - 5.5oz",103.68,2026-01-01,1,63,MEDIUM,100,1,,0,,0,true,109.44,1,4,331.68
PQP10,"Porcupine Quills (Per 10 Minutes)",47.19,2025-04-01,1,63,MEDIUM,100,1,,0,,0,true,35.39,1,5,330.32
VACCLI,"Kitten (2)Fvrcp+ Chlamidia",30,2022-04-01,37,98,HIGH,96.8,282,18,8,4.68,1,false,,0,11,330
CRYP,"Cryptorchid (Abdominal)",164.3,2025-12-01,1,65,MEDIUM,100,2,,0,,0,false,,0,2,328.6
GPFURINE,"Geriatric Panel + Fructosamine + U/A",325.9,2026-01-01,1,63,MEDIUM,100,1,,0,,0,false,,0,1,325.9
121047,"MCRC K9 GI Low Fat 385g",12.38,2026-01-01,3,44,LOW,40,5,23.8,1,11.9,1,false,,0,10,325.69
143490,"Cerenia 160mg",45.18,2026-02-01,1,47,LOW,60,5,94.95,2,,0,false,,0,5,325.44
137161,"Revolution Plus - Cats 2.6-5kg (Orange)",129.5,2025-03-01,4,55,MEDIUM,50,8,47.5,3,27,1,true,31.4,2,9,319.2
90901468,"Cisapride 10 mg/ml Summit",0.9,2025-06-01,2,52,MEDIUM,66.7,3,35,1,,0,true,52.94,1,9,318.94
128552,"Hills Fel c/d Ocean Fish - 8.5lbs",79.45,2025-02-01,5,88,HIGH,100,11,,0,,0,false,,0,4,317.8
128902,"Hills Fel c/d stew (tuna) 82 g",2.98,2025-11-01,3,38,LOW,25,8,71.52,2,32.18,2,false,,0,11,317.3
143790,"K9 PVD OM (WEIGHT MANAGE) Select 11.3kg",157.25,2026-02-01,2,69,MEDIUM,100,2,,0,,0,false,,0,2,314.5
132850,"Cytopoint 30mg",93.07,2025-03-01,4,58,MEDIUM,60,5,106.6,1,114.7,1,false,,0,3,314.37
920615,"Buster Under Constr 30cm E-collar",24.3,2024-12-01,7,90,HIGH,93.3,15,20.66,1,,0,true,25.14,1,13,313.94
114078,"Prednisolone 5mg tablet",13.89,2024-12-01,4,47,LOW,40,5,15,2,13.6,1,true,35.2,1,15,313.51
90909556,"Buspirone HCL 10mg/ml (Summit)",78.3,2025-07-01,3,56,MEDIUM,66.7,3,156.6,1,,0,false,,0,3,313.2
106546,"Vetmedin 5mg",142.5,2020-05-01,5,62,MEDIUM,57.1,7,157,2,99,1,true,148,1,2,309.6
123537,"PVD Fel DM Select Savory 156g",82.8,2024-05-01,6,54,MEDIUM,33.3,9,31.05,2,13.8,1,true,78.48,2,10,307.59
115340,"Cerenia 24mg",33.08,2025-10-01,3,50,MEDIUM,50,6,22.54,2,17.27,1,true,36.04,2,11,307.25
SCAR,"Rescue  Microchip  Implantation",12,2019-02-01,29,99,HIGH,97.3,149,120,2,60,1,false,,0,26,307.2
COMFORT,"Methadone (Comfortan) 10 mg/ml",42.89,2025-10-01,3,34,LOW,25,4,33.44,1,29.66,1,false,,0,9,306
116987,"Vetoryl 30mg capsules per box",112.8,2019-02-01,2,60,MEDIUM,60,30,109.06,10,225.6,1,false,,0,1,301.86
137100,"Thyro Tab 0.1mg",36,2025-02-01,6,58,MEDIUM,42.9,7,31.2,2,32.4,2,true,38.4,1,8,301.6
HOSP,"Hospitalization - Single Day Admission",100.12,2021-06-01,14,93,HIGH,91.4,35,60.07,2,80.1,1,false,,0,3,300.36
INDUCE,"Induce Vomiting",75,2025-12-01,3,76,HIGH,100,4,,0,,0,false,,0,4,300
140752,"Aventi Gi Essentials - Sachets",37.5,2023-10-01,10,87,HIGH,85.7,21,8.75,1,26.25,1,false,,0,8,300
115023,"EIDAP Microchip FDX-B w/Barcode - 50/pk",60,2026-02-01,2,73,MEDIUM,100,5,,0,,0,false,,0,5,300
NAILTRIM,"Nail Trim (Dogs/Cats) - Technologist",49.99,2026-03-01,1,70,MEDIUM,100,6,,0,,0,false,,0,6,299.94
CANDX,"IDEXX Cancer Dx Test- Canine",149.9,2026-01-01,2,69,MEDIUM,100,2,,0,,0,false,,0,2,299.8
116822,"MCRC K9 Urinary SO 385g",15.06,2025-02-01,3,55,MEDIUM,60,5,5.02,1,45.18,1,true,126.96,2,4,299.1
90910492,"Methimazole 50 mg/ml Transdermal/3 pens",126.24,2025-11-01,2,41,LOW,50,2,75.44,1,,0,true,47.64,1,4,296.96
130015,"Hills K9 c/d Chicken - 27.5lbs",130.17,2024-06-01,5,48,LOW,33.3,6,142.08,2,142.86,1,false,,0,2,296.09
THOR,"Thoracocentesis",148,2026-02-01,1,65,MEDIUM,100,2,,0,,0,false,,0,2,296
115883,"Fortekor 5mg",48.3,2019-12-01,8,64,MEDIUM,50,10,84.6,2,20.47,1,false,,0,1,295.8
99015837,"Amitriptyline 100mg/ml Transderm Summit",52.08,2026-01-01,2,52,MEDIUM,66.7,3,70.14,1,,0,false,,0,4,294.54
115313,"Clavaseptin 50mg tabs",19,2025-03-01,5,52,MEDIUM,33.3,12,27,3,22,2,true,15.84,2,14,294.24
135941,"Optixcare Eye Lube Plus (PURPLE) - 15g",13.99,2024-04-01,3,77,HIGH,100,6,,0,,0,true,32.49,2,9,292.41
HNSE,"Health Exam Non-Scheduled Appt. Emerg.",97,2026-03-01,1,67,MEDIUM,100,3,,0,,0,false,,0,3,291
142179,"Emavert Inj 10mg/ml",34.6,2024-01-01,2,41,LOW,50,2,50.03,1,,0,true,47.13,2,6,289.29
133995,"Hills K9 d/d Salmon - 25lbs",138.33,2024-05-01,7,87,HIGH,90.9,11,133.01,1,,0,true,143.75,1,2,287.5
128321,"Felimazole 1.25mg",52,2025-03-01,3,48,LOW,50,4,41.4,1,70.8,1,true,43.8,2,6,287.4
EMEX,"Emergency Exam",120,2019-02-01,2,51,MEDIUM,55.6,9,80,1,95,1,true,95.8,1,3,287.4
AMETSYR,"Meloxicam 1.5mg/ml (APO)",38.73,2026-01-01,1,36,LOW,40,5,13.18,1,17.94,1,true,21.6,1,14,286.97
GERPW,"Geriatric u/a & BNP (GERBFWU)",374.9,2025-03-01,2,52,MEDIUM,66.7,3,285.9,1,,0,false,,0,1,285.9
132849,"CYTOPOINT 20mg",110.45,2023-09-01,4,58,MEDIUM,60,5,113.75,2,,0,true,97.45,1,3,285.61
90902005,"Omeprazole 20mg/ml",3.3,2025-06-01,3,41,LOW,33.3,6,3.78,1,2.83,1,true,13.34,1,21,285.17
132259,"RC Fel Urinary Treats - 220g",15.3,2023-10-01,5,72,MEDIUM,69.2,13,30.6,3,15.76,1,true,32.92,1,11,284.63
136205,"CET Veggiedent Chews Med -30s",25.22,2023-07-01,8,93,HIGH,100,14,,0,,0,true,30.38,1,7,284
139176,"RC Gastro Kitten - 2kg",49.7,2024-10-01,7,83,HIGH,87.5,8,35.5,1,,0,false,,0,6,284
113975,"Glargine Insulin 10ml (Lantus)",111.42,2025-01-01,5,69,MEDIUM,66.7,9,74.28,1,130,1,false,,0,2,283.13
123546,"RC Fel Adult - 4.5kg",92.81,2025-03-01,4,82,HIGH,93.3,15,96.53,1,,0,false,,0,3,282.15
CDCD,"Diarrhea  Real PCR panel Canine IDEXX",244,2023-05-01,2,41,LOW,50,2,224.6,1,,0,true,261.9,2,1,281.5
133027,"Simparica 120mg (40.1-60kg) Brown",39.87,2024-04-01,3,66,MEDIUM,80,5,195.86,1,,0,true,42.57,1,3,281
138279,"Simparica TRIO Brown 40.1-60kg",43.9,2024-08-01,7,56,MEDIUM,37.5,8,50.48,2,230.9,1,false,,0,4,280.24
120503,"MCRC K9 GI High Energy 10 kg",108.64,2019-11-01,3,76,HIGH,100,4,,0,,0,true,139.59,1,2,279.18
120518,"MCRC K9 GI Low Fat 3 kg",52.28,2025-02-01,3,55,MEDIUM,60,5,54.55,2,,0,true,54.55,2,5,277.11
137232,"Hills Fel GI Biome Stew - 2.9oz",47.12,2020-01-01,3,48,LOW,50,4,110.16,1,3.35,1,true,20.52,2,12,275.91
EARC,"Ear Cleaning (Flush Without Sedation)",26,2019-02-01,35,99,HIGH,97.3,75,13,1,15.6,1,false,,0,12,275.6
CBC2,"CBC Repeat (In Clinic)",55,2025-03-01,4,82,HIGH,100,7,,0,,0,false,,0,5,275
130855,"Insulin Syr Sol-M U-100(0.5ml) 30gx1/2in",22.94,2025-03-01,4,66,MEDIUM,71.4,7,30,1,23.67,1,true,31.56,2,10,273.86
134433,"Aventi Kidney Complete (K9&Fel) 90g",62.76,2025-03-01,3,62,MEDIUM,75,4,70.17,1,,0,true,70.17,1,4,273.27
310,"Euthanasia  Humane/Unattended (Client)",135,2020-11-01,17,97,HIGH,97.5,40,128.25,1,,0,false,,0,2,270
LEP1,"Canine Leptospirosis Vaccination",30,2025-01-01,5,89,HIGH,100,14,,0,,0,false,,0,9,270
HOSPUPCS,"UPC Hospitalization Surgical Evening",45,2024-06-01,4,83,HIGH,100,9,,0,,0,false,,0,6,270
120932,"PVD Fel EN - 4.54kg",59.85,2019-02-01,7,49,LOW,25,8,46.97,1,91.36,1,false,,0,3,269.82
133619,"Trazodone 150mg",17.88,2024-03-01,3,34,LOW,25,4,26.7,1,22.7,1,true,12.92,2,18,269.21
128901,"Hills Fel c/d Chkn Stew - 2.9oz",2.98,2025-11-01,3,41,LOW,33.3,6,17.88,2,71.52,1,false,,0,9,268.28
99014949,"Mirtazapine 40mg/ml (1 ml syringe)",40,2025-09-01,3,77,HIGH,100,5,,0,,0,false,,0,7,266.58
100048,"Metronidazole 250mg",16.8,2025-11-01,4,48,LOW,29.4,17,13.2,2,12.24,2,false,,0,19,265.38
ANTIRO,"Antirobe Aquadrops 25mg/ml 20mL",64.1,2024-11-01,3,56,MEDIUM,66.7,3,71.5,1,,0,true,68.53,1,4,265.26
920614,"Buster Under Constr 25cm E-collar",20.34,2024-11-01,8,94,HIGH,100,17,,0,,0,false,,0,13,264.42
120508,"MCRC Fel GI Fibre Response - 4 kg",196.08,2024-01-01,5,67,MEDIUM,66.7,6,98.04,1,171.26,1,true,87.54,1,3,262.62
HSESS,"Hospital Supplies - Extra Sx Supplies",37.5,2025-03-01,5,88,HIGH,100,10,,0,,0,false,,0,7,262.5
333C,"3 Years Dap - Combined",50,2026-01-01,1,47,LOW,60,5,55,2,,0,false,,0,5,260
142834T,"Apoquel Chewable tablets 3.6mg(per tab)",129.9,2025-02-01,3,56,MEDIUM,66.7,3,101.79,1,,0,false,,0,2,259.8
136909,"PVD K9 HA 377gm",445.32,2024-05-01,2,34,LOW,33.3,3,52.92,1,37.02,1,true,37.32,1,11,258.34
138953,"Prednisolone 1% Opth Suspension 10ml",30.96,2025-05-01,3,77,HIGH,100,5,,0,,0,true,36.12,1,8,258
TAPE,"Skin scraping-microscopic exam",61.2,2023-09-01,8,88,HIGH,91.7,12,36.72,1,,0,true,36.72,1,5,257.04
AUR,"Aurizon Ear Drops 10 Ml",80.25,2025-11-01,2,44,LOW,50,4,48.15,2,,0,false,,0,4,256.8
121526,"Kit 4 Cat - Urine Collection Kit",13.77,2025-12-01,4,81,HIGH,92.3,13,11.7,1,,0,false,,0,19,256.63
113713,"Hydrocodone  Syrup 1 mg/ml summit",13.35,2024-01-01,3,39,LOW,28.6,7,30,2,13.95,1,true,17.92,1,8,254.52
125436,"Doxycycline 100mg Tabs TEVA",18.15,2024-03-01,3,38,LOW,33.3,3,47.2,1,42.9,1,true,41.1,1,9,253.08
116018,"RC Fel Urinary SO - 8kg",123.21,2025-02-01,4,72,MEDIUM,83.3,6,129.81,1,,0,false,,0,2,253.02
139339,"Methadone (Comfortan) 10 mg/ml",13.67,2026-02-01,2,40,LOW,40,5,13.48,2,25.02,1,false,,0,12,252.67
132323,"Insulin Syr CarePoint U-100 0.5cc/29g",31.15,2025-05-01,4,69,MEDIUM,80,5,3.11,1,,0,true,31,1,9,251.86
105646,"Phenobarbital 30 mg Tabs",34.8,2023-10-01,4,65,MEDIUM,66.7,9,57.6,2,31,1,false,,0,6,250.6
139374,"Omeprazole 10mg",22.6,2024-04-01,3,48,LOW,50,4,16.24,1,18.36,1,true,31,2,8,250.2
129837,"PVD HA w/ Ckn Fla 2.72kg",77.72,2019-04-01,3,48,LOW,50,4,44.13,1,47.41,1,true,53.33,1,5,248.89
1378390,"Meloxadin Inj. 5mg/ml",16.15,2025-06-01,3,61,MEDIUM,66.7,9,20.31,2,34.31,1,true,0.08,1,16,248.67
BNPCV,"DECLINED: Canine ProBNP- Idexx Adv",82.45,2026-01-01,2,41,LOW,50,2,164.9,1,,0,false,,0,2,247.35
125652,"Hills K9 t/d -SB- 2.27kg",33.93,2025-02-01,6,77,HIGH,75,8,34.82,1,35.71,1,true,37.14,1,7,246.6
101385,"Tobrex drops 0.3% 5ml",38.92,2024-02-01,14,91,HIGH,88.2,34,32.19,3,35.56,1,true,35.56,2,7,245.55
PRICREM4,"Private Cremation w/ Scatter +45kg",240,2023-12-01,3,77,HIGH,100,6,,0,,0,true,245,2,1,245
143855,"K9 PVD EN Savory Selects Chicken 380g",5.55,2025-05-01,4,47,LOW,40,5,33.3,1,66.6,1,false,,0,5,244.2
CROW,"Crown Amputation",34.5,2025-01-01,3,62,MEDIUM,75,4,69,1,,0,true,172.5,1,3,241.5
PRICREM3,"Private Cremation w/ Scatter 10.1-45kg",225,2023-12-01,8,88,HIGH,88.9,18,240,2,,0,false,,0,1,240
SED-IM,"Sedation - Intramuscular",120,2025-11-01,1,65,MEDIUM,100,2,,0,,0,false,,0,2,240
133688,"PVD K9 EN Low Fat - 2.72kg",45.74,2025-05-01,4,47,LOW,40,5,47.29,2,51.64,1,false,,0,5,237.7
132334,"Baytril 50mg Tablet",24.52,2024-12-01,2,52,MEDIUM,66.7,3,16.7,1,,0,true,15.28,1,9,237.2
126198,"Stilbestrol 1mg",25.6,2022-10-01,4,47,LOW,40,5,87.6,1,75,1,true,78.3,1,4,231.2
141069,"ProLiv SAMe TABS for LARGE DOGS - 30s",229.35,2026-03-01,1,63,MEDIUM,100,1,,0,,0,false,,0,1,229.35
134025,"Hills K9 Hypo Treats - 12oz",14.16,2024-05-01,5,68,MEDIUM,63.6,11,28.32,3,10.12,1,true,16.25,2,13,229.31
144039,"Sileo - 3ml",58.17,2026-02-01,2,70,MEDIUM,100,3,,0,,0,false,,0,4,229.04
GERIPW,"Geriatric Chemistry only - OUT",227.7,2026-01-01,1,63,MEDIUM,100,1,,0,,0,false,,0,1,227.7
FVSBIOP1,"FVS Fine Needle Biopsy 1 site-add cytolo",227,2026-03-01,1,63,MEDIUM,100,1,,0,,0,false,,0,1,227
132338,"Aventi Liver Complete (K9&Fel) 45's",93.96,2024-05-01,4,47,LOW,40,5,105.96,2,120.9,1,false,,0,2,226.86
