treatment_code,description,list_price,confidence,tier,last_changed,months_held,charges_since_change,share_at_list_pct,alt1_price,alt1_count,alt2_price,alt2_count,uses_365d,revenue_365d
137161,"Revolution Plus - Cats 2.6-5kg (Orange)",31.4,69,MEDIUM,2025-09-01,2,12,83.3,56.3,2,,0,17,787.1
135949,"Interceptor Plus - Yellow (11.4-22.7kg)",39.98,63,MEDIUM,2026-03-01,1,1,100,,0,,0,26,786.71
109579,"Deramaxx 100mg",64.47,63,MEDIUM,2026-01-01,1,1,100,,0,,0,12,783.73
CRDCD,"DECLINED: Respiratory Disease RealPCR w/",391.5,65,MEDIUM,2025-10-01,1,2,100,,0,,0,2,783
123537,"PVD Fel DM Select Savory 156g",78.48,74,MEDIUM,2026-01-01,3,3,100,,0,,0,24,781.08
128319,"PVD Fel HA 3.6kg",87.66,65,MEDIUM,2026-01-01,1,2,100,,0,,0,9,779.3
120502,"RC K9 Gastro - 4kg",64.84,65,MEDIUM,2026-01-01,1,2,100,,0,,0,10,778.08
140364,"Librela (10.1-20kg) per vial",88.39,81,HIGH,2025-08-01,4,6,100,,0,,0,9,762.78
118027,"MCRC K9 Hypo HP 3.5 kg",66.05,67,MEDIUM,2026-03-01,1,3,100,,0,,0,12,761.79
1057,"Tonometry - Tonopen",80,63,MEDIUM,2026-02-01,1,1,100,,0,,0,10,760
AIP15,"Anesthesia - Isoflurane Per 15 Mins",69,63,MEDIUM,2026-01-01,1,1,100,,0,,0,4,759
117010,"RC Fel Hypo HP - 1.5kg",42.61,63,MEDIUM,2026-02-01,1,1,100,,0,,0,19,750.27
DENTCALA,"Dental - Canine < 50 lb",375,69,MEDIUM,2025-09-01,2,2,100,,0,,0,2,750
128198,"Hills Fel k/d Tuna Pate - 156g",83.04,65,MEDIUM,2026-01-01,1,2,100,,0,,0,15,743.9
APO,"Apo- Meloxicam 1.5mg/ml (in house)",12.51,34,LOW,2025-11-01,1,11,27.3,12.81,2,13.05,2,51,739.2
135948,"Interceptor Plus Chew Green(3.7-11.3KG)",63.2,69,MEDIUM,2025-11-01,1,4,100,,0,,0,25,738.95
90910492,"Methimazole 50 mg/ml Transdermal",47.64,63,MEDIUM,2026-02-01,1,1,100,,0,,0,11,736.14
128910,"Hills Fel k/d Ckn & Veg Stew 82g",38.52,63,MEDIUM,2026-03-01,1,1,100,,0,,0,11,735.12
139384,"Reconcile (Fluoxetine) 16mg Chew - 30s",161.1,69,MEDIUM,2025-10-01,1,4,100,,0,,0,5,730.95
140522,"RC Fel GI Fibre Response 85g",67.2,83,HIGH,2025-07-01,4,9,100,,0,,0,12,723.51
PRICREM3,"Private Cremation w/ Scatter 10.1-45kg",240,70,MEDIUM,2025-09-01,2,3,100,,0,,0,3,720
THM2-5,"Take Home Medication Surgery 20-50lb",45,91,HIGH,2025-01-01,8,18,94.4,90,1,,0,15,720
131241,"MCRC Fel Renal Support D - 85g",24.93,65,MEDIUM,2025-11-01,1,2,100,,0,,0,8,716.7
1234,"Impression Smear with cytology",58.5,63,MEDIUM,2026-03-01,1,1,100,,0,,0,13,713.7
128911,"Hills Fel k/d Renal Tuna Stew 82g",77.04,63,MEDIUM,2026-02-01,1,1,100,,0,,0,15,710.28
120503,"RC K9 Gastro - 10kg",139.59,73,MEDIUM,2025-10-01,2,5,100,,0,,0,5,697.95
143774,"Hills Fel C/D Stress Veg/Tuna Stew",77.04,63,MEDIUM,2026-03-01,1,1,100,,0,,0,11,696.58
123526,"RC K9 Hypo HP - 390g",73.92,63,MEDIUM,2026-02-01,1,1,100,,0,,0,10,692.76
COMFORT,"Methadone (Comfortan) 10 mg/ml",39.74,65,MEDIUM,2025-12-01,1,2,100,,0,,0,18,690.72
116987,"Vetoryl 30mg capsules per box",273.76,69,MEDIUM,2025-09-01,2,2,100,,0,,0,3,690.4
LR15,"Laceration Repair Per 15 minutes",55,63,MEDIUM,2026-02-01,1,1,100,,0,,0,6,680.32
121046,"RC K9 Gastro - 385g",6.03,69,MEDIUM,2025-11-01,1,4,100,,0,,0,12,675.36
SQFK,"SQ Fluids Kit ( LRS  line  10 needles)",45,88,HIGH,2025-04-01,7,14,92.9,90,1,,0,14,675
310A,"Euthanasia  Humane/Unattended (New Clien",135,94,HIGH,2023-01-01,12,20,100,,0,,0,5,675
120501,"MCRC Feline Satiety Support - 3.5 kg",84,82,HIGH,2025-07-01,4,7,100,,0,,0,8,669.26
105105,"Hills Fel k/d Ckn 156g",66.78,63,MEDIUM,2026-02-01,1,1,100,,0,,0,9,664.83
139644,"RC Fel Renal Support Early - 85g",49.44,65,MEDIUM,2026-03-01,1,2,100,,0,,0,9,651.3
139347,"Optixcare Eye EMS (Yellow) 5 x 0.33mL",73.15,63,MEDIUM,2026-02-01,1,1,100,,0,,0,10,650.3
0012,"Canine  Spay 15-25 kg",324,65,MEDIUM,2025-11-01,1,2,100,,0,,0,2,648
143991,"VANGUARD Parvovirus Vaccine",643.2,63,MEDIUM,2026-03-01,1,1,100,,0,,0,1,643.2
DENTALFE,"Dental Clean (incl. polish) Feline",320,74,MEDIUM,2025-01-01,2,6,100,,0,,0,2,640
0009A1,"Canine  Neuter > 45 kg",320,65,MEDIUM,2025-10-01,1,2,100,,0,,0,2,640
144618,"Gabapentin 300 mg (AURO)",33.6,63,MEDIUM,2026-02-01,1,1,100,,0,,0,27,637.58
118480,"Milbemax cats (16mg/40mg)",32.62,64,MEDIUM,2026-01-01,3,15,66.7,58.74,3,84.86,1,15,637.21
LANCDR,"Lance & Drain Abscess",79.6,87,HIGH,2025-03-01,8,12,91.7,39.8,1,,0,8,636.8
PRCRE2,"Private Cremation w/ Scatter 1.1kg-10kg",210,74,MEDIUM,2025-06-01,3,3,100,,0,,0,3,630
138218,"Entero Aid + GI - 15ml",36.61,90,HIGH,2025-08-01,5,17,100,,0,,0,17,622.37
100032,"Apo- Furosemide 20mg tablet",30.48,63,MEDIUM,2026-02-01,1,1,100,,0,,0,23,620.48
115535,"Hills Fel t/d - 20lbs (IN-CLINIC)",119.2,55,MEDIUM,2025-11-01,1,4,75,135.45,1,,0,5,619.82
128902,"Hills Fel c/d stew (tuna) 82 g",71.52,40,LOW,2025-11-01,1,7,42.9,2.98,2,32.18,2,19,618.58
132339,"Aventi Liver Complete Dogs & Cats -90s",154.59,63,MEDIUM,2025-12-01,1,1,100,,0,,0,4,615.21
135379,"Epi-otic Ear Cleanser 236 ml",33.57,63,MEDIUM,2026-03-01,1,1,100,,0,,0,19,614.9
FL1,"Schirmer Tear Test(Per Patient)",43.9,98,HIGH,2021-01-01,34,93,96.8,39.6,1,26.34,1,14,614.6
113150,"PVD Fel UR ST/OX - 156g",72.96,48,LOW,2025-11-01,1,5,60,3.04,2,,0,14,614.16
126232,"Viaderm KC Cream 15g",25.07,86,HIGH,2025-08-01,4,23,95.7,38.14,1,,0,24,612.88
125427,"Clindamycin - 300mg",30.8,63,MEDIUM,2026-03-01,1,1,100,,0,,0,16,611.88
FVR3,"Feline FVRCP 3rd Vaccination",30,89,HIGH,2025-09-01,6,21,90.5,18,2,,0,21,606
0032,"Soft Tissue Surgical Fee Per 10 Minutes",110,63,MEDIUM,2025-12-01,1,1,100,,0,,0,8,605
140307,"Feliway Classic Diffuser Starter Kit",33.59,95,HIGH,2025-01-01,9,22,100,,0,,0,18,604.62
SDMA,"SDMA IN",66.9,91,HIGH,2024-08-01,6,12,100,,0,,0,9,602.1
141167,"RC Fel Gastro - 2kg",50.13,88,HIGH,2025-01-01,5,13,100,,0,,0,12,601.56
SED-IM,"Sedation - Intramuscular",120,70,MEDIUM,2025-11-01,1,5,100,,0,,0,5,600
132210,"PVD K9 UR - 7.48kg",86.6,72,MEDIUM,2025-10-01,2,4,100,,0,,0,7,599.45
UCUL,"Urine Culture OUT",198.9,70,MEDIUM,2025-10-01,2,3,100,,0,,0,3,596.7
1378390,"Meloxadin Inj. 5mg/ml",0.08,65,MEDIUM,2025-12-01,1,2,100,,0,,0,38,583.79
HOSPUPCM,"UPC Hospitalization Medical Evening",70,63,MEDIUM,2026-03-01,1,1,100,,0,,0,8,582
134433,"Aventi Kidney Complete (K9&Fel) 90g",70.17,69,MEDIUM,2026-01-01,2,2,100,,0,,0,9,579.66
NTADC,"Nail Trim Add-On (Sm K9 or Cat)",15,98,HIGH,2025-01-01,7,44,97.7,7.5,1,,0,39,577.5
99015837,"Amitriptyline 100mg/ml Transderm Summit",52.08,63,MEDIUM,2026-03-01,1,1,100,,0,,0,9,577.08
HNS,"Health Exam Non-Scheduled Appointment",97,65,MEDIUM,2025-06-01,2,6,83.3,87.3,1,,0,6,572.3
120507,"MCRC Fel GI Fibre Response 2kg",51.88,88,HIGH,2025-02-01,5,12,100,,0,,0,11,570.68
144616,"Gabapentin 100mg cap (AURO)",16.4,63,MEDIUM,2026-01-01,1,1,100,,0,,0,39,567.78
90901468,"Cisapride 10 mg/ml Summit",65.4,49,LOW,2026-02-01,1,3,66.7,52.94,1,,0,13,565.54
121049,"MCRC Fel GI Mod Cal - 85g",68.88,63,MEDIUM,2026-03-01,1,1,100,,0,,0,10,564.12
MSAO,"Mature Spay <40lb Add-On",84.78,84,HIGH,2025-02-01,7,9,88.9,50.87,1,,0,7,559.55
144039,"Sileo - 3ml",58.17,63,MEDIUM,2026-03-01,1,1,100,,0,,0,10,556.22
METSYRIN,"Metacam 1.5mg/ml",51.96,63,MEDIUM,2026-01-01,1,1,100,,0,,0,31,552.87
CBC2,"CBC Repeat (In Clinic)",55,96,HIGH,2022-08-01,16,26,100,,0,,0,10,550
138278,"Simparica TRIO Green 20.1-40kg",55.73,65,MEDIUM,2026-03-01,1,2,100,,0,,0,8,549.94
99008135,"Gabapentin 50mg Tablet (Summit)",78,63,MEDIUM,2026-03-01,1,1,100,,0,,0,15,549.28
90909556,"Buspirone HCL 10mg/ml (Summit)",78.3,85,HIGH,2025-05-01,5,7,100,,0,,0,7,548.1
141169,"Solensia 7 mg/ml (1 ML Vial)",78.04,81,HIGH,2025-02-01,4,18,88.9,64.05,2,,0,7,546.28
109235,"Vigamox 0.5% - 3mL",45.65,63,MEDIUM,2026-02-01,1,1,100,,0,,0,12,542.01
PARVO,"Parvo Snap Test (In Clinic)",59.7,96,HIGH,2024-05-01,12,28,100,,0,,0,9,537.3
CBC1,"Cbc In House",67,87,HIGH,2025-03-01,5,10,100,,0,,0,8,536
99012750,"Phenobarbital 40mg/ml (Summit)",56.7,79,HIGH,2025-10-01,3,8,100,,0,,0,9,535.8
FNANP1,"FNA (No Stain/Procedure) - First",76.2,88,HIGH,2025-04-01,6,7,100,,0,,0,7,533.4
120500,"RC Fel Satiety - 1.5kg",43.54,65,MEDIUM,2026-02-01,1,2,100,,0,,0,11,533.19
AGF,"Anal Gland Flush / Infusion",66,98,HIGH,2019-02-01,25,109,97.2,33,2,33.33,1,8,528
TAPE,"Skin scraping-microscopic exam",36.72,63,MEDIUM,2026-02-01,1,1,100,,0,,0,9,526.32
ULTRA 3,"Ultrasound Specialist Report",35,100,HIGH,2021-07-01,30,89,100,,0,,0,15,525
101384,"Tobradex Ointment 3.5 g",35.66,67,MEDIUM,2026-02-01,1,3,100,,0,,0,13,520.37
103961,"Novo- Ketoconazole 200 mg Tablets [teva]",67.2,73,MEDIUM,2025-08-01,2,5,100,,0,,0,8,517.36
128321,"Felimazole 1.25mg",43.8,69,MEDIUM,2026-02-01,2,2,100,,0,,0,9,515.8
920610,"Buster Under Constr 10cm E-collar",10.5,98,HIGH,2024-12-01,8,58,96.6,8.92,2,,0,49,511.34
OXY,"Oxygen Mask/Chamber/Hour",53.27,63,MEDIUM,2026-01-01,1,1,100,,0,,0,5,509.87
99014949,"Mirtazapine 40mg/ml (1 ml syringe)",40,85,HIGH,2025-08-01,4,12,100,,0,,0,13,506.58
139884,"Hills K9 Derm Complete - 24lbs",168.75,70,MEDIUM,2025-10-01,2,3,100,,0,,0,3,506.25
132320,"Insulin Syr CarePoint U-40 0.5cc/29g",32.98,63,MEDIUM,2026-03-01,1,1,100,,0,,0,14,490.66
PRICREM4,"Priv. Cremation w/Scatter tube >43.1 kg",245,69,MEDIUM,2025-06-01,2,2,100,,0,,0,2,490
138276,"Simparica TRIO Tan 5.1-10kg",34.23,63,MEDIUM,2026-02-01,1,1,100,,0,,0,9,484.81
117906,"Hills K9 z/d 25 lbs",160.7,70,MEDIUM,2025-09-01,2,3,100,,0,,0,3,482.1
115023,"EIDAP Microchip FDX-B w/Barcode - 50/pk",60,76,HIGH,2026-02-01,2,8,100,,0,,0,8,480
EMEX,"Emergency Exam",95.8,87,HIGH,2019-08-01,5,10,100,,0,,0,5,479
127742,"Flexadin Chews(90's) Med&Lrg K9's",79.82,63,MEDIUM,2026-03-01,1,1,100,,0,,0,6,476.09
140697,"RC K9 Gastro Low Fat - 8kg",118.53,75,HIGH,2025-09-01,3,4,100,,0,,0,4,474.12
EPIDL,"Anesthesia - Epidural",52.5,67,MEDIUM,2025-12-01,1,3,100,,0,,0,7,472.5
139883,"Hills K9 Derm Complete - 14.3lbs",117.86,72,MEDIUM,2025-10-01,2,4,100,,0,,0,4,471.44
UNAPC,"Urinalysis with UrineProtein/CreatinineR",156.9,67,MEDIUM,2025-10-01,1,3,100,,0,,0,3,470.7
115883,"Fortekor 5mg",156.48,67,MEDIUM,2025-04-01,1,3,100,,0,,0,3,469.44
135197,"After Surgery Wear - M",31.86,63,MEDIUM,2026-02-01,1,1,100,,0,,0,14,467.88
99007951,"Buprenorphine 0.8mg/ml per ml no flavor",13.02,27,LOW,2025-12-01,1,4,25,22.21,1,28.33,1,16,465.19
120000,"PVD Fel OM - 2.72 kg",57.44,82,HIGH,2025-04-01,4,8,100,,0,,0,8,459.52
BM2,"Vaginal Swab (With Cytology) IN",57.1,92,HIGH,2020-03-01,9,13,100,,0,,0,8,456.8
137232,"Hills Fel GI Biome Stew - 2.9oz",85.44,63,MEDIUM,2026-02-01,1,1,100,,0,,0,16,456.42
138264,"RC Fel Urinary SO Aging + Calm - 3kg",66.98,63,MEDIUM,2026-03-01,1,1,100,,0,,0,7,455.86
920615,"Buster Under Constr 30cm E-collar",20.66,30,LOW,2025-12-01,1,3,33.3,21.87,1,24.3,1,19,455.63
CON,"Consultation for 10 minutes",70,63,MEDIUM,2026-02-01,1,1,100,,0,,0,11,455
125653,"Hills K9 t/d - 5lb",37.14,65,MEDIUM,2026-03-01,1,2,100,,0,,0,12,454.63
PCSB,"Private Cremation Satin Bag",112.5,75,HIGH,2025-08-01,3,4,100,,0,,0,4,450
139688,"Douxo Pyo Shampoo 200mL",42.21,63,MEDIUM,2026-02-01,1,1,100,,0,,0,11,444.15
140386,"PVD Fel EN Savory Selects Salmon - 156g",30.72,63,MEDIUM,2026-02-01,1,1,100,,0,,0,15,444
VACA,"Canine DA2PPv Annual",110,76,HIGH,2025-01-01,4,16,81.3,66,3,,0,4,440
ANAL1,"Anal Glands(With Appointment)",22,100,HIGH,2021-01-01,31,80,100,,0,,0,20,440
135469,"CortiPro 1% Hydrocortisone Spray - 59mL",43.9,63,MEDIUM,2026-03-01,1,1,100,,0,,0,10,438.47
138275,"Simparica TRIO Purple 2.6-5kg",42.55,63,MEDIUM,2026-02-01,1,1,100,,0,,0,8,438.43
135941,"Optixcare Eye Lube Plus (PURPLE) - 15g",32.49,78,HIGH,2025-11-01,2,13,100,,0,,0,14,436.36
120932,"FEL PVD EN (gastro) Formula 4.54kg",88.01,63,MEDIUM,2026-01-01,1,1,100,,0,,0,5,433.93
140385,"PVD Fel Calming Care - 30s",39.05,76,HIGH,2025-08-01,3,5,100,,0,,0,8,429.55
111291,"Hills Fel d/d Duck - 3.5lbs",39.29,77,HIGH,2025-07-01,4,9,88.9,38.38,1,,0,11,429.46
131778,"MCRC K9 Multi Urinary + Hypo 8kg",426.39,63,MEDIUM,2025-10-01,1,1,100,,0,,0,1,426.39
139690,"Douxo Pyo Mousse 150mL",50.57,65,MEDIUM,2025-11-01,3,5,80,42.98,1,,0,9,425.5
127717,"PVD Fel Ess. Care Adult - 85g",39.53,63,MEDIUM,2026-03-01,1,1,100,,0,,0,15,420.68
133024,"Simparica 20mg (5.1-10.0kg) Tan",38.4,63,MEDIUM,2026-02-01,1,1,100,,0,,0,8,418.41
113713,"Hydrocodone  Syrup 1 mg/ml summit",59.36,63,MEDIUM,2026-01-01,1,1,100,,0,,0,15,418.04
BNPCV,"Canine ProBNP- Idexx Adv",82.45,63,MEDIUM,2026-01-01,1,1,100,,0,,0,3,412.25
138254,"RC K9 Urinary SO - 11.5kg",136.73,80,HIGH,2025-01-01,4,5,100,,0,,0,3,410.19
139213,"Hills K9 GI BIOME Chicken stew 12.5oz",76.8,38,LOW,2026-01-01,1,2,50,86.45,1,,0,8,409.55
142589,"K9 PVD OM Metabolic Response JM 10.9kg",407.88,63,MEDIUM,2025-11-01,1,1,100,,0,,0,1,407.88
137100,"Thyro Tab 0.1mg",52,38,LOW,2026-01-01,1,2,50,38.4,1,,0,11,407.2
0202,"Sedation Im >40  Kg",100.43,94,HIGH,2021-12-01,11,18,100,,0,,0,4,401.72
137314,"Max & Molly Liver Treats - 500g",34.05,37,LOW,2026-01-01,1,5,40,30.96,2,43.34,1,11,400.48
127706,"PVD K9 Ess. Care Puppy - 3.6kg",41.52,63,MEDIUM,2026-02-01,1,1,100,,0,,0,10,400.27
135301,"URINE SENSOR DRUG 12 PANEL TEST",50,93,HIGH,2023-10-01,11,17,100,,0,,0,8,400
DENTCALG,"Dental Clean (incl. polish) Canine >50lb",400,63,MEDIUM,2025-10-01,1,1,100,,0,,0,1,400
0009,"Canine  Neuter 25--35 kg",177,63,MEDIUM,2025-12-01,1,1,100,,0,,0,2,398.25
WR/D/S,"Wound Repair/Drain/Suture",66.2,85,HIGH,2025-03-01,5,7,100,,0,,0,6,397.2
106306,"Sulcrate Susp.200mg/ml",37,63,MEDIUM,2026-02-01,1,1,100,,0,,0,17,396.7
117007,"MCRC K9 Urinary SO 3 kg",51.16,63,MEDIUM,2026-02-01,1,1,100,,0,,0,8,395.49
EARC,"Ear Cleaning (Flush Without Sedation)",26,63,MEDIUM,2026-01-01,1,1,100,,0,,0,16,392.6
125413,"Ampicillin Na Inj 250mg (Vial) TEVA",42.3,30,LOW,2026-02-01,1,3,33.3,41.78,1,41.13,1,10,392.3
132115,"FELIWAY Refill 48ml",30.12,63,MEDIUM,2026-02-01,1,1,100,,0,,0,10,391.56
142179,"Emavert Inj 10mg/ml",63.08,63,MEDIUM,2026-01-01,1,1,100,,0,,0,8,390.55
LEP1,"Canine Leptospirosis Vaccination",30,90,HIGH,2025-01-01,5,16,100,,0,,0,13,390
ENEMAM,"Enema - Manual Breakdown",130,67,MEDIUM,2025-11-01,1,3,100,,0,,0,3,390
PIMO1.25,"Pimobendan 1.25mg Chew Tab Summit",96,72,MEDIUM,2025-11-01,2,4,100,,0,,0,4,384
ULTRA 2,"Ultrasonographer Travel Fee",95,86,HIGH,2024-02-01,5,9,100,,0,,0,4,380
140752,"Aventi Gi Essentials - Sachets",37.5,92,HIGH,2025-02-01,6,13,100,,0,,0,10,375
101089,"Tobramycin (Sandoz) 0.3 %",24.69,89,HIGH,2025-08-01,5,15,100,,0,,0,15,370.35
111298,"Hills K9 d/d Duck - 8lbs",63.4,63,MEDIUM,2025-10-01,1,1,100,,0,,0,6,369.68
AUR,"Aurizon Ear Drops 10 Ml",80.25,85,HIGH,2025-01-01,6,10,90,48.15,1,,0,5,369.15
BP,"Blood Pressure Measurement",46,99,HIGH,2021-02-01,22,41,100,,0,,0,8,368
140698,"RC K9 Gastro Low Fat - 3kg",52.28,90,HIGH,2025-01-01,6,10,100,,0,,0,7,365.96
129826,"Isaderm Gel 15g",48.91,72,MEDIUM,2025-10-01,2,4,100,,0,,0,9,363.06
PROF,"Professional Services",66,63,MEDIUM,2026-03-01,1,1,100,,0,,0,6,363
137948,"CET VEGGIEDENT ZEN TARTAR LARGE",72.56,80,HIGH,2025-05-01,4,5,100,,0,,0,5,362.8
WBMD2,"Histology w Micro Description (2 sites)",360.5,63,MEDIUM,2025-08-01,1,1,100,,0,,0,1,360.5
DAP,"Adult - Da2ppv",30,85,HIGH,2025-08-01,4,12,100,,0,,0,12,360
CTP1W,"Thyroid Profile 1Canine OUT",359.9,63,MEDIUM,2025-11-01,1,1,100,,0,,0,1,359.9
101,"Anesthesia - Gas Maintenance Per 30 Min",178,70,MEDIUM,2024-10-01,2,3,100,,0,,0,2,356
139175,"RC Gastro Kitten - 145g",121.32,63,MEDIUM,2025-11-01,1,1,100,,0,,0,7,353.85
101385,"Tobrex 0.3% Drops",35.56,80,HIGH,2025-08-01,3,9,100,,0,,0,10,352.23
CHAR,"Charcodote Activated (Dispensing)",88,75,HIGH,2025-05-01,3,4,100,,0,,0,4,352
131713,"Hills Fel k/d Ocean Fish - 1.8kg",50.01,75,HIGH,2025-08-01,2,7,100,,0,,0,7,350.07
F2YC,"Feline FVRCP+Chlamidia Combined",35,79,HIGH,2019-02-01,2,14,100,,0,,0,10,350
NTR,"Nail (Torn) Removal",50,93,HIGH,2025-01-01,7,15,100,,0,,0,7,350
136205,"CET Veggiedent Chews Med -30s",30.38,63,MEDIUM,2026-03-01,1,1,100,,0,,0,10,349.3
BG1,"Blood Glucose Test",45,80,HIGH,2025-07-01,4,5,100,,0,,0,8,348.75
137163,"CLARO 1ML",61.44,41,LOW,2025-10-01,1,4,50,110.88,2,,0,4,344.64
133043,"Hills Fel Satiety Support 8.5 kg",169.66,69,MEDIUM,2025-09-01,2,2,100,,0,,0,2,339.32
138844,"Insulin Syr Prozinc U-40 0.3ml/29g/1/2",67.44,63,MEDIUM,2026-02-01,1,1,100,,0,,0,6,338.88
140558,"NEXGARD Combo S Kitten <2.5kg",30.14,74,MEDIUM,2026-02-01,2,6,100,,0,,0,10,337.56
121,"Reversal(Antisedan  Naloxone  Yohi) ml",37.5,67,MEDIUM,2025-08-01,1,3,100,,0,,0,6,337.5
143789,"PVD K9 OM Wt Manage select blend 7.48kg",112.46,38,LOW,2025-12-01,1,2,50,224.92,1,,0,2,337.38
132099T,"APOQUEL 3.6mg per Tablet",83,69,MEDIUM,2025-11-01,1,4,100,,0,,0,4,332
GPCU,"Geriatric Panel + Pancreatic Lipase + UA",331.9,63,MEDIUM,2025-11-01,1,1,100,,0,,0,1,331.9
119672,"Mometamax Otic 15 g",69.52,63,MEDIUM,2026-03-01,1,1,100,,0,,0,6,331.03
120520,"MCRC K9 GI Low Fat 13 kg",165.05,63,MEDIUM,2025-12-01,1,1,100,,0,,0,2,330.1
CPV,"Canine Parvo (CPV)",30,81,HIGH,2025-08-01,3,11,100,,0,,0,11,330
FLTGV,"IDEXX Advantage Fecal O & P w GiardiaOUT",109.9,74,MEDIUM,2025-07-01,3,3,100,,0,,0,3,329.7
133619,"Trazodone 150mg",12.86,26,LOW,2025-12-01,1,5,20,14.22,1,13.72,1,18,329.21
HRFE,"Health Exam Recheck From Emergency",69,63,MEDIUM,2025-11-01,1,1,100,,0,,0,5,329
CRYP,"Cryptorchid (Abdominal)",164.3,65,MEDIUM,2025-12-01,1,2,100,,0,,0,2,328.6
115340,"Cerenia 24mg",36.04,63,MEDIUM,2026-01-01,1,1,100,,0,,0,11,326.91
GPFURINE,"Geriatric Panel + Fructosamine + U/A",325.9,63,MEDIUM,2025-09-01,1,1,100,,0,,0,1,325.9
135947,"Interceptor Plus Chew Orange(0.9-3.6 Kg)",15.44,78,HIGH,2025-09-01,3,7,100,,0,,0,13,325.88
132335,"Baytril 150mg Tablet",75.82,63,MEDIUM,2026-02-01,1,1,100,,0,,0,4,324.82
131789,"RC Fel Renal Support P - 2kg",53.68,86,HIGH,2025-01-01,5,9,100,,0,,0,6,322.08
115275,"Hills Fel t/d - 20lbs",160.71,69,MEDIUM,2025-06-01,2,2,100,,0,,0,2,321.42
139214,"Hills K9 GI Biome - 27.5lb",160.7,65,MEDIUM,2025-11-01,1,2,100,,0,,0,2,321.4
125063,"Clomicalm 5mg 30's",68,63,MEDIUM,2026-03-01,1,1,100,,0,,0,6,319.89
115882,"Fortekor 5mg tablets",63.9,73,MEDIUM,2025-10-01,2,5,100,,0,,0,5,319.5
PHE,"Phenobarbital Level - Idexx",158.9,65,MEDIUM,2025-11-01,1,2,100,,0,,0,2,317.8
139882,"Hills K9 Derm Complete - 6.5lbs",65.92,63,MEDIUM,2026-02-01,1,1,100,,0,,0,5,315.92
131783,"RC Fel Urinary + Hypo HP - 3kg",234.84,63,MEDIUM,2025-11-01,1,1,100,,0,,0,2,313.12
119656,"Hilarys Blend K9 - 700g",69.17,63,MEDIUM,2025-12-01,1,1,100,,0,,0,5,311.51
GPCPL,"Geriatric Panel + Pancreatic Lipase",308.9,63,MEDIUM,2025-11-01,1,1,100,,0,,0,1,308.9
115881,"Fortekor 2.5mg",30.3,65,MEDIUM,2025-09-01,1,2,100,,0,,0,6,308.4
142857,"Movoflex Advanced Chews 18-36kg - 60s",61.64,76,HIGH,2025-08-01,3,5,100,,0,,0,5,308.2
99015787,"Methocarbamol 500 mg",70.95,48,LOW,2025-10-01,1,5,60,47.3,2,,0,5,307.45
119328,"Hills Fel z/d - 8.5lbs",79.29,63,MEDIUM,2026-03-01,1,1,100,,0,,0,4,305.7
LYTE4,"Lyte 4",34.1,67,MEDIUM,2025-11-01,2,7,85.7,100.8,1,,0,7,305.4
FLU1,"Fluids  Additional  Bag",30.4,67,MEDIUM,2026-01-01,1,3,100,,0,,0,7,304
GENA3,"General Health (10) CBC  LYTES",303.9,63,MEDIUM,2025-07-01,1,1,100,,0,,0,1,303.9
128222,"Viaderm KC Cream - 30g",39.02,67,MEDIUM,2026-02-01,1,3,100,,0,,0,8,303.68
HOSP,"Hospitalization - Single Day Admission",100.12,70,MEDIUM,2025-07-01,2,3,100,,0,,0,3,300.36
MEDLG,"Take-Home Medications - Large",100,63,MEDIUM,2025-12-01,1,1,100,,0,,0,2,300
140309,"Feliway Friends Diffuser + Refill",74.74,67,MEDIUM,2025-09-01,1,3,100,,0,,0,5,298.96
138279,"Simparica TRIO Brown 40.1-60kg",56.77,63,MEDIUM,2026-02-01,1,1,100,,0,,0,4,296.17
131242,"MCRC Fel Renal Support T 85g",32.4,67,MEDIUM,2025-10-01,1,3,100,,0,,0,6,291.6
108024,"Thera-K (Potassium Gluconate)",58.8,63,MEDIUM,2026-02-01,1,1,100,,0,,0,5,288.6
117913,"Catalyst Chem 17 Clip",57.31,90,HIGH,2024-02-01,7,9,100,,0,,0,5,286.55
GERPW,"Geriatric Panel OUT",285.9,63,MEDIUM,2025-08-01,1,1,100,,0,,0,1,285.9
130015,"Hills K9 c/d Chicken - 27.5lbs",142.86,63,MEDIUM,2025-11-01,1,1,100,,0,,0,2,285.72
139176,"RC Gastro Kitten - 2kg",35.5,63,MEDIUM,2026-01-01,1,1,100,,0,,0,6,284
139201,"PROTOPIC OINTMENT 0.10% - 60g",282.15,63,MEDIUM,2025-10-01,1,1,100,,0,,0,1,282.15
1722,"Clean Wound/ Sore",56.2,94,HIGH,2024-05-01,11,19,100,,0,,0,5,281
125652,"Hills K9 t/d -SB- 2.27kg",37.14,63,MEDIUM,2026-03-01,1,1,100,,0,,0,8,280.88
BGLA,"Blood Glucose Libre Administration",35,86,HIGH,2025-07-01,5,8,100,,0,,0,8,280
0008,"Canine  Neuter  15 -25 kg",280,63,MEDIUM,2025-10-01,1,1,100,,0,,0,1,280
NAILTRAD,"Nail Trim Add-On",39.99,72,MEDIUM,2026-03-01,1,7,100,,0,,0,7,279.93
132213,"Hills Fel Metab + Urin Stress Ckn-6.35lb",69.92,69,MEDIUM,2025-11-01,1,4,100,,0,,0,4,279.68
