treatment_code,description,list_price,last_changed,days_held,months_held,previous_price,last_old_price_date,confidence,tier,share_pct,charges_in_run,drifting,drift_price,drift_months,uses_365d,revenue_365d
139333,"RC Fel Selected Protein PD - 145g",56.88,2025-07-17,262,3,75.84,2025-06-18,55,MEDIUM,60,5,true,61.92,1,24,1578.03
143776,"Hills Fel C/D Stress chicken- 5.5 oz",78.48,2025-09-24,193,4,75.84,2025-07-26,83,HIGH,94.1,17,false,,0,20,1567.44
120518,"MCRC K9 GI Low Fat 3 kg",54.55,2025-06-04,305,9,52.28,2025-05-14,82,HIGH,77.8,18,false,,0,27,1565.88
HSSPS,"Hospital Supplies-Surgery Pack Standard",58,2025-02-04,425,13,,,98,HIGH,97.6,42,false,,0,27,1542.8
VACA,"Canine DA2PPv Annual",110,2025-01-10,450,8,,,99,HIGH,98.1,54,false,,0,14,1540
137835,"Meloxadin Oral Susp. 10mL",31.04,2025-01-07,453,7,36.16,2024-12-04,100,HIGH,100,100,true,34.21,1,49,1527.3
EXT2,"Extractions - 2 Rooted tooth",98,2026-02-05,59,2,196,2026-01-27,43,LOW,42.9,7,false,,0,8,1509.2
ULTRA 4,"Ward Fee",30,2025-02-05,424,11,25,2025-01-07,100,HIGH,100,70,false,,0,50,1500
112092,"Hills Fel d/d Duck - 156g",81.36,2025-09-10,207,4,80.4,2025-08-15,83,HIGH,100,8,true,84.48,1,19,1497.5
120520,"MCRC K9 GI Low Fat 13 kg",165.05,2025-02-20,409,5,183.51,2024-12-05,88,HIGH,100,10,true,165.5,2,9,1493.42
128903,"Hills Fel c/d stress chicken - 82g",148.32,2025-11-20,136,3,74.16,2025-10-31,62,MEDIUM,75,4,true,154.08,1,15,1486.32
132850,"Cytopoint 30mg",93.07,2025-03-04,397,7,110.07,2025-02-04,84,HIGH,81.3,16,true,106.6,2,15,1485.33
333C,"3 Years Dap - Combined",55,2019-02-03,2618,2,,,67,MEDIUM,71.1,38,false,,0,28,1485
TAMP,"Tail Tip Amputation",492.9,2025-04-08,362,2,295.74,2025-03-05,70,MEDIUM,100,3,false,,0,3,1478.7
01-21,"IDEXX Telemedicine consultants nonurgent",294,2024-10-30,522,4,,,83,HIGH,100,9,false,,0,5,1470
128319,"PVD Fel HA 3.6kg",87.66,2025-09-12,205,3,70.13,2025-05-12,59,MEDIUM,66.7,6,true,99.37,1,16,1463.43
119897,"Aurizon Ear Drops 10 ml",64.15,2025-08-11,237,5,48.2,2025-07-15,89,HIGH,100,13,true,65.83,1,24,1450.04
130015,"Hills K9 c/d Chicken - 27.5lbs",142.86,2025-07-31,248,5,136.61,2025-01-29,73,MEDIUM,75,8,false,,0,10,1443.45
143009,"Cardalis Chew-2.5mg Benaz/20mg Spirono",69,2025-07-08,271,7,,,91,HIGH,94.4,18,true,87,1,20,1433.7
ULTRA 2,"Ultrasonographer Travel Fee",95,2024-02-17,778,15,91,2023-12-15,94,HIGH,93.9,33,false,,0,15,1430
138279,"Simparica TRIO Brown 40.1-60kg",138.44,2025-09-19,198,4,127.13,2025-07-08,54,MEDIUM,50,6,false,,0,12,1425.74
INDUCE,"Induce Vomiting",75,2025-05-30,310,8,,,91,HIGH,94.4,18,false,,0,18,1425
VACC123,"Kennel Cough Vaccine Inj. Adult",30,2023-08-15,964,27,35,2023-07-19,99,HIGH,98.6,142,false,,0,47,1418
102011,"Senior Feline Platinum Package Promo",699,2025-11-05,151,1,,,65,MEDIUM,100,2,false,,0,2,1398
133026,"Simparica 80mg (20.1-40kg) Green",56.48,2025-06-13,296,4,106.46,2025-06-11,48,LOW,33.3,12,true,41.17,1,24,1396.95
138685,"Pro-Otic HC 1% Hydrocortisone - 60ml",41.5,2025-08-15,233,3,37.3,2025-07-23,81,HIGH,100,12,true,42.56,1,33,1359.82
113572,"Hills Fel c/d Chicken - 156g",74.88,2025-08-07,241,6,74.16,2025-07-09,86,HIGH,86.7,15,false,,0,20,1347.84
UCUL,"Urine Culture OUT",198.9,2025-03-02,399,4,,,83,HIGH,100,9,true,213.9,2,7,1337.85
135196,"After Surgery Wear - S",32.78,2025-10-07,180,4,31.84,2024-12-21,90,HIGH,100,35,true,31.14,1,41,1335.78
113975,"Glargine Insulin 10ml (Lantus)",130,2025-08-11,237,3,111.42,2025-07-16,62,MEDIUM,75,4,false,,0,11,1323.07
0032,"Soft Tissue Surgical Fee Per 10 Minutes",110,2025-11-06,150,4,55,2025-11-03,58,MEDIUM,57.1,7,false,,0,11,1320
GPF,"Gingival/Periosteal Flap",40,2025-09-24,193,4,80,2025-09-13,77,HIGH,88.9,9,true,80,1,22,1320
01-22,"IDEXX Telemedicine Consultants routine",440,2025-06-27,282,2,,,70,MEDIUM,100,3,false,,0,3,1320
119326,"Hills Fel k/d Chicken - 8.5lbs",86.61,2025-09-04,213,7,83.04,2025-09-02,76,HIGH,69.2,13,false,,0,15,1302.42
PHE,"Phenobarbital Level - Idexx",158.9,2025-07-02,277,4,108.9,2019-02-03,76,HIGH,87.5,8,false,,0,8,1281.8
128552,"Hills Fel c/d Ocean Fish - 8.5lbs",79.45,2025-07-04,275,5,158.9,2025-05-10,87,HIGH,100,9,false,,0,14,1271.2
143855,"K9 PVD EN Savory Selects Chicken 380g",66.6,2025-02-13,416,9,,,86,HIGH,80.8,26,false,,0,19,1237.65
HD,"Ward Fee < 4 Hours",35,2019-02-03,2618,10,,,88,HIGH,77.9,131,false,,0,35,1225
124647,"Clavaseptin 62.5 mg tablets",26.8,2025-12-03,123,3,34.2,2025-11-08,44,LOW,37.5,8,true,35.4,1,41,1222.07
113594,"PVD Fel EN - 2.72kg",61.34,2025-05-14,326,7,77,2024-11-23,87,HIGH,87.5,16,true,52.01,1,20,1219.15
114424,"Pain Medication Inj. (Metacam 5mg/mL)",35.29,2022-12-06,1216,4,30.76,2022-11-30,64,MEDIUM,56.5,23,true,14.07,1,65,1217.32
GENA3,"General Health (10) CBC  LYTES",326,2024-03-11,755,11,150,2023-11-29,94,HIGH,92.3,39,true,303.9,1,4,1215.6
310A,"Euthanasia  Humane/Unattended (New Clien",135,2019-03-09,2584,36,134,2019-02-14,99,HIGH,97.6,82,false,,0,9,1215
123546,"MCRC Fel Adult - 4.5 kg",92.81,2025-03-06,395,10,103.95,2024-11-20,95,HIGH,96.3,27,false,,0,13,1210.25
130955,"Veraflox Oral Suspension 15ml",58.71,2025-08-14,234,8,52.04,2025-08-01,81,HIGH,76.5,17,false,,0,20,1207.29
LIVER,"Liver Panel (IN)",171.9,2025-04-17,353,4,,,82,HIGH,100,7,false,,0,7,1203.3
00012,"Sedation IM 10-20 kg",80.19,2021-03-04,1858,31,,,99,HIGH,98.6,71,false,,0,15,1202.85
102995,"PVD Feline DM 2.72 kg",59.71,2025-06-17,292,7,58.54,2025-05-15,89,HIGH,92.9,14,true,62.1,2,20,1201.42
ANESLOC,"Anesthetic - Local",80,2025-02-04,425,9,,,96,HIGH,100,23,false,,0,15,1200
128909,"Hills K9 i/d Ckn Stew - 12.5oz",70.56,2025-08-05,243,6,68.76,2025-07-15,90,HIGH,100,7,true,73.32,2,17,1195.2
133043,"Hills Fel Satiety Support 8.5 kg",169.66,2025-06-12,297,5,,,78,HIGH,85.7,7,false,,0,7,1194.41
308A,"Cremation Communal 10-45kg(22.1-100lbs)",90,2026-01-20,75,3,75,2025-10-17,76,HIGH,100,4,false,,0,15,1185
HNSE,"Health Exam Non-Scheduled Appt. Emerg.",97,2026-03-05,31,1,,,73,MEDIUM,100,12,false,,0,12,1164
0202,"Sedation Im >40  Kg",100.43,2021-06-05,1765,30,,,96,HIGH,93.6,47,true,120,1,11,1163.44
90910494,"Methimazole 25mg/ml Transdermal",59.79,2025-08-08,240,6,51.21,2025-07-11,83,HIGH,83.3,12,true,42.06,1,22,1151.75
EMEX,"Emergency Exam",95.8,2024-07-26,618,6,135,2023-08-31,91,HIGH,94.4,18,false,,0,12,1149.6
132100T,"APOQUEL 5.4mg per Tablet",123.9,2025-12-02,124,3,67.95,2025-11-13,66,MEDIUM,80,5,false,,0,14,1149.43
143789,"PVD K9 OM Wt Manage select blend 7.48kg",112.46,2025-11-14,142,4,,,51,MEDIUM,42.9,7,false,,0,7,1129.1
CDCD,"Diarrhea  Real PCR panel Canine IDEXX",281.5,2025-08-01,247,3,261.9,2024-10-28,76,HIGH,100,4,false,,0,4,1126
139691,"Douxo Pyo Pads",41.63,2025-08-13,235,3,35.68,2025-07-24,79,HIGH,100,8,true,53.63,2,28,1121.55
ANALN,"Anal Glands And Nail Trim",40,2019-02-03,2618,82,,,92,HIGH,86.3,789,false,,0,28,1120
AMPLIM,"Amputation - Limb",1118.4,2025-06-06,303,1,,,63,MEDIUM,100,1,false,,0,1,1118.4
120503,"MCRC K9 GI High Energy 10 kg",139.59,2025-06-27,282,4,156.34,2024-06-06,83,HIGH,100,8,false,,0,8,1116.72
1010,"Leuk Feline Kitten",30,2022-08-03,1341,33,27,2022-07-23,100,HIGH,100,130,false,,0,37,1110
137161,"Revolution Plus - Cats 2.6-5kg (Orange)",32.9,2024-09-08,574,3,112.1,2024-08-29,66,MEDIUM,68.4,19,true,31.4,2,20,1109.7
HOSP,"Hospitalization - Single Day Admission",200.24,2024-12-12,479,8,100.12,2024-12-09,55,MEDIUM,30.8,13,true,100.12,2,11,1101.32
305,"Cremation Communal 30-45kg",100,2025-02-21,408,5,120,2024-11-02,89,HIGH,100,13,true,98,1,11,1096
121371,"DECLINED: PVD K9 DH - 11.3",260.02,2022-03-22,1475,3,,,38,LOW,33.3,3,true,109.05,2,10,1090.5
128551,"Hills Fel c/d Ocean Fish - 4lbs",44.65,2025-08-05,243,4,33.49,2025-07-22,78,HIGH,90,10,true,46.44,1,25,1089.29
102970,"PVD Fel DM 156g",36.96,2025-05-01,339,7,73.92,2025-04-17,42,LOW,10,10,true,78.48,1,18,1088.88
NAILT,"Nail Trim",20.5,2025-09-20,197,3,41,2025-08-16,83,HIGH,100,18,false,,0,50,1086.5
BGAK,"Blood Glucose and Ketone",83.25,2025-02-08,421,7,,,95,HIGH,100,20,false,,0,13,1082.25
FDCD,"Feline Diarrhea Real PCR Panel - Idexx",175.1,2021-04-14,1817,4,199.9,2020-12-10,54,MEDIUM,50,6,true,268.5,1,4,1074
KIDNEY,"Kidney Panel (IN)",132.9,2025-01-07,453,7,,,93,HIGH,100,14,false,,0,8,1063.2
140309,"Feliway Friends Diffuser + Refill",37.37,2022-12-23,1199,4,35.91,2022-12-07,66,MEDIUM,71.4,7,true,149.48,1,10,1046.36
143731,"Fluoxetine 20mg caps",45,2025-04-19,351,5,,,80,HIGH,87.5,8,true,31.5,1,24,1045.5
OXY,"Oxygen therapy - first hour",76.1,2025-10-02,185,4,152.2,2025-06-30,51,MEDIUM,42.9,7,false,,0,9,1042.57
ENEMAM,"Enema - Manual Breakdown",130,2025-06-20,289,4,,,83,HIGH,100,8,false,,0,8,1040
FELENEMA,"Enema",71.3,2024-11-15,506,8,106.95,2024-08-09,92,HIGH,95,20,false,,0,15,1033.85
120510,"RC Fel Gastro - 4kg",85.63,2025-01-30,430,9,95.9,2024-12-06,91,HIGH,91.3,23,false,,0,12,1030.98
THMS5-8,"Take Home Medication Surgery 50-80lb",47.5,2025-01-22,438,10,,,88,HIGH,84.6,26,false,,0,18,1026.25
FVR1,"Feline FVRCP 1st Vaccination",30,2025-08-29,219,7,,,95,HIGH,94.3,35,false,,0,35,1026
99015774,"Tacrolimus (MCT OIL) 0.1%",113.99,2025-04-22,348,4,,,74,MEDIUM,85.7,7,true,109.5,1,9,1012.44
CUL,"Aerobic Culture (Organism ID and Suscept",397.8,2025-04-22,348,1,,,37,LOW,50,2,true,198.9,1,4,1009.1
120513,"RC K9 GI High Fibre - 15kg",166.79,2025-03-12,389,5,186.8,2024-12-14,81,HIGH,88.9,9,false,,0,6,1007.41
128.311B,"Fructosamine (In Clinic)",125.9,2024-01-03,823,8,102.9,2023-12-06,93,HIGH,100,14,false,,0,8,1007.2
125655,"Hills K9 t/d - 25lb",146.59,2025-01-08,452,6,124.11,2025-01-02,72,MEDIUM,63.6,11,false,,0,6,988.33
ANALSAC,"Anal Sacculectomy (per hour)",985.8,2025-12-10,116,1,,,63,MEDIUM,100,1,false,,0,1,985.8
DUAL 1,"Ultrasound Dual Cavity (Full body)",985.4,2023-09-01,947,4,886.5,2021-06-16,81,HIGH,100,6,false,,0,1,985.4
PRICREM4,"Private Cremation w/ Scatter +45kg",245,2025-02-20,409,4,240,2024-11-29,84,HIGH,100,10,false,,0,4,980
119989,"PVD K9 HA Vegetarian - 2.72kg",48.36,2025-04-08,362,5,47.41,2025-03-22,87,HIGH,93.8,16,true,50.3,2,20,978.91
GERFT4,"Idexx Geriatric Panel w Free T4",324.9,2026-01-07,88,1,,,67,MEDIUM,100,3,false,,0,3,974.7
02247074,"Cyclosporine 50 mg  SUMMIT",457.8,2025-11-06,150,1,,,63,MEDIUM,100,1,true,256.2,1,3,970.2
115341,"Cerenia 60mg",40.12,2025-07-10,269,4,26.06,2025-05-01,45,LOW,33.3,6,true,40.92,1,16,961.18
MIC,"Microchip Implant and Registration",60,2025-03-08,393,7,,,96,HIGH,100,22,false,,0,16,960
122472,"RC K9 Urinary SO SB - 4kg",68.25,2025-03-15,386,12,136.5,2025-01-04,88,HIGH,88.9,18,false,,0,13,958.23
99015837,"Amitriptyline 100mg/ml Transderm Summit",70.14,2025-12-11,115,4,120.24,2025-06-30,69,MEDIUM,72.7,11,false,,0,13,957.84
122482,"PVD Fel HA - 1.81kg",52.66,2025-11-05,151,3,38.64,2025-10-21,79,HIGH,100,8,true,54.77,2,19,950.15
138219,"Entero Aid + GI - 30ml",45.51,2025-08-28,220,6,26.81,2025-04-09,92,HIGH,95,20,false,,0,22,949.67
120519,"MCRC K9 GI Low fat 8 kg",118.53,2025-01-23,437,8,132.75,2024-11-05,92,HIGH,100,12,false,,0,8,948.24
140697,"RC K9 Gastro Low Fat - 8kg",118.53,2025-01-07,453,7,131.47,2024-12-17,93,HIGH,100,13,false,,0,8,948.24
135948,"Interceptor Plus Chew Green(3.7-11.3KG)",15.95,2025-06-25,284,6,34.85,2025-05-21,81,HIGH,68.6,35,false,,0,41,946.9
140364,"Librela (10.1-20kg) per vial",88.39,2025-09-19,198,4,77.48,2025-06-25,63,MEDIUM,66.7,6,false,,0,11,946.77
139164,"PVD Hydra Care",20.16,2025-06-24,285,3,8.4,2025-06-06,55,MEDIUM,57.1,7,true,52.2,2,25,940.32
134491,"Cefaseptin Chewable 750mg",66,2025-09-16,201,4,87.6,2025-09-08,43,LOW,28.6,7,true,93.06,1,16,938.78
127720,"PVD Fel Ess. Care Senior - 85g",47.52,2025-05-21,319,5,42,2025-05-08,82,HIGH,86.7,15,true,51.36,1,20,936.48
GASTP,"DECLINED: Gastropexy (add on - spay)",465,2025-12-18,108,1,,,65,MEDIUM,100,2,false,,0,2,930
138277,"Simparica TRIO Blue 10.1-20kg",164.7,2023-11-07,880,4,38.14,2023-09-28,35,LOW,16.7,6,true,107.3,2,11,916.12
122219,"Metacam Oral Feline 15ml",92.55,2025-08-21,227,4,81.04,2025-07-30,63,MEDIUM,66.7,6,false,,0,11,915.59
ENTRO,"Entropion Sx - Lower - 1 Eye",703.4,2025-10-29,158,2,,,41,LOW,50,2,false,,0,2,914.42
HSCP,"Hospital Suplies - Cold Pack",38,2025-03-07,394,10,,,97,HIGH,100,31,false,,0,24,912
MISLAB,"Geriatric with Free T4",391.5,2025-01-11,449,4,274.43,2024-11-02,55,MEDIUM,50,8,true,272.18,1,4,911.26
99011495,"Fluoxetine 5mg Tablets -  Summit",46.8,2025-07-23,256,6,23.4,2025-04-04,69,MEDIUM,58.3,12,true,70.8,1,15,897.4
HOSPUPCM,"UPC Hospitalization Medical Evening",120,2025-09-24,193,3,70,2025-08-01,44,LOW,37.5,8,true,70,1,11,892
143487,"Cerenia 16mg",31.28,2025-08-13,235,3,20.26,2025-06-30,72,MEDIUM,87.5,8,true,32.08,2,30,891.74
128198,"Hills Fel k/d Tuna Pate - 156g",83.04,2022-11-08,1244,4,76.08,2022-08-23,58,MEDIUM,60,5,true,89.04,1,13,886.46
124185,"Hills Fel Metabolic - 8.5lbs",91.95,2025-01-15,445,5,102.98,2024-12-06,58,MEDIUM,50,6,true,97.31,2,9,870.45
VACCFELC,"Adult Feline Leukemia",30,2022-05-07,1429,40,38,2022-04-05,99,HIGH,97.8,184,false,,0,29,870
AMBL,"Amputation - back leg (cat)",860,2024-06-14,660,2,,,70,MEDIUM,100,3,false,,0,1,860
BARA,"Idexx Bile Acids (Single Sample) Add-on",121.9,2026-01-07,88,1,,,70,MEDIUM,100,7,false,,0,7,853.3
125669,"Hills Fel k/d Chicken - 4lbs",50.01,2025-09-02,215,4,48.21,2025-07-05,76,HIGH,87.5,8,true,52.01,2,16,850.77
137230,"Hills K9 GI Biome - 8lbs",65.19,2025-08-06,242,6,61.6,2025-08-01,84,HIGH,84.6,13,false,,0,13,846.49
SM1W,"SmallMammal Comprehensive Profile",211.5,2025-12-15,111,1,,,68,MEDIUM,100,4,false,,0,4,846
BGI,"Blood Glucose Interpretation",68.5,2025-07-24,255,5,51.38,2025-07-17,77,HIGH,80,10,false,,0,13,839.14
140517,"RC Fel Adult - 145g",79.92,2025-12-03,123,3,72.24,2025-11-11,66,MEDIUM,80,5,false,,0,11,835.2
BFA,"Idexx-Cobalamin (Vit B12)  Folate Add-on",207.5,2026-01-07,88,1,,,68,MEDIUM,100,4,false,,0,4,830
144313,"Entero Aid + GI - 60ml",64.5,2025-08-06,242,4,54,2025-07-30,85,HIGH,100,12,false,,0,13,828
125670,"Hills K9 z/d 3.6kg",69.64,2025-04-17,353,5,66.06,2025-03-27,87,HIGH,100,9,true,66.95,1,12,827.61
1057,"Tonometry - Tonopen",60,2025-10-01,186,3,80,2025-08-29,50,MEDIUM,50,6,false,,0,11,820
140509,"RC Fel Gastro - 145g",37.2,2025-04-02,368,3,3.1,2025-03-12,50,MEDIUM,50,6,true,165.6,1,13,817
139344,"Cosacthen 0.25 mg/ml 1ml",190.1,2025-01-04,456,2,107.03,2024-05-02,74,MEDIUM,100,6,true,210.65,1,4,807.5
116822,"MCRC K9 Urinary SO 385g",63.48,2025-09-02,215,4,60.24,2025-07-04,66,MEDIUM,71.4,7,false,,0,12,799.74
CORR,"Cortisol (Random) OUT",131.9,2026-01-07,88,2,,,74,MEDIUM,100,6,false,,0,6,791.4
118191,"Felimazole 5mg",52.2,2025-12-29,97,4,71.1,2025-12-13,45,LOW,33.3,6,false,,0,13,790
129414,"RC Fel Urinary SO Mod Cal - 8kg",123.11,2025-02-19,410,4,138,2024-12-19,58,MEDIUM,60,5,true,134.9,2,6,787.23
IV,"IV Catheter Placement",49,2019-02-03,2618,55,,,93,HIGH,87.2,328,false,,0,16,784
FL2,"Feline Leukemia Vaccination 2nd",30,2025-01-18,442,13,51,2019-02-03,99,HIGH,100,39,false,,0,26,780
100032,"Apo- Furosemide 20mg tablet",24,2025-09-20,197,5,36,2025-08-29,60,MEDIUM,50,10,false,,0,29,779.68
106546,"Vetmedin 5mg",148,2025-06-21,288,4,144,2025-04-26,36,LOW,20,5,false,,0,6,775.8
90910492,"Methimazole 50 mg/ml Transdermal",63.12,2025-09-10,207,5,108.1,2025-05-14,58,MEDIUM,50,6,false,,0,11,772.05
138275,"Simparica TRIO Purple 2.6-5kg",33.61,2024-04-18,717,6,32.56,2024-03-11,80,HIGH,73.7,19,true,69.58,2,11,770.58
CTP7,"Idexx Thyroid Panel 7Canine",383.5,2026-03-13,23,1,,,65,MEDIUM,100,2,false,,0,2,767
BG,"Blood Glucose Test Additional",20.1,2020-07-24,2081,4,160.8,2019-03-16,47,LOW,40,5,true,192,1,6,762
115535,"Hills Fel t/d - 20lbs (IN-CLINIC)",61.61,2019-02-03,2618,2,,,70,MEDIUM,100,3,true,119.2,1,6,761.73
119996,"PVD Fel DM 4.5 kg",87.5,2025-03-05,396,6,85.8,2025-02-06,80,HIGH,76.9,13,false,,0,9,756
144620,"Gabapentin 400mg (AURO)",34,2025-11-22,134,4,32,2025-10-01,66,MEDIUM,71.4,7,false,,0,23,752.8
142468,"Cephalex 500mg tabs",37.62,2024-07-11,633,3,36.4,2024-06-22,44,LOW,37.5,8,true,37.62,2,19,752.6
PRIVCREM,"Private Cremation w/ Scatter tube Exotic",105,2025-02-28,401,4,,,81,HIGH,100,6,true,112.5,1,7,750
99007951,"Buprenorphine 0.8mg/ml per ml no flavor",29.35,2025-09-24,193,2,30.37,2025-09-13,44,LOW,50,4,true,13.02,2,26,749.63
115882,"Fortekor 5mg tablets",95.16,2025-04-05,365,2,72.72,2019-02-03,52,MEDIUM,66.7,3,true,63.9,2,9,749.22
123537,"PVD Fel DM Select Savory 156g",6.28,2025-09-23,194,6,75.36,2025-08-27,48,LOW,22.2,9,false,,0,14,743.4
121046,"RC K9 Gastro - 385g",33.85,2024-11-07,514,4,20.31,2024-11-01,47,LOW,33.3,9,true,72.36,2,10,741.69
APO,"Apo- Meloxicam 1.5mg/ml (in house)",15,2019-02-03,2618,3,,,50,MEDIUM,30.8,295,true,13.17,1,52,741.13
122618,"Revolution Puppy/Kitten  (Mauve)",74.32,2025-10-07,180,4,46.41,2025-10-02,59,MEDIUM,54.5,11,false,,0,12,740.29
121049,"MCRC Fel GI Mod Cal - 85g",66,2025-06-07,302,4,33,2025-05-27,69,MEDIUM,75,8,false,,0,14,734.62
137163,"CLARO 1ML",110.88,2025-10-08,179,3,96.76,2025-03-22,59,MEDIUM,66.7,6,false,,0,7,731.16
139384,"Reconcile (Fluoxetine) 16mg Chew - 30s",86.55,2025-08-18,230,2,,,41,LOW,50,2,true,161.1,2,5,730.95
SQFK,"SQ Fluids Kit ( LRS  line  10 needles)",45,2025-04-10,360,7,38.25,2025-03-05,90,HIGH,93.3,15,false,,0,15,720
FN1,"FNA. w/ Cytology (In Clinic)",90,2022-08-09,1335,16,81,2022-07-21,91,HIGH,85,40,false,,0,8,720
THM2-5,"Take Home Medication Surgery 20-50lb",45,2025-01-29,431,8,,,91,HIGH,94.1,17,false,,0,15,720
SED-IM,"Sedation - Intramuscular",120,2025-06-05,304,3,,,77,HIGH,100,6,false,,0,6,720
LANCDR,"Lance & Drain Abscess",79.6,2025-03-06,395,8,,,87,HIGH,87.5,16,false,,0,9,716.4
1378390,"Meloxadin Inj. 5mg/ml",30.05,2023-04-04,1097,3,40.55,2023-03-25,38,LOW,25,8,true,12.77,2,44,714.61
132261,"RC K9 Hypo Treat - 500g",17.46,2025-09-25,192,3,34.92,2025-08-26,48,LOW,50,4,true,34.92,1,16,708.66
134433,"Aventi Kidney Complete (K9&Fel) 90g",62.76,2024-06-18,656,15,61.76,2024-01-09,95,HIGH,94.3,35,false,,0,11,705.18
133995,"Hills K9 d/d Salmon 25lbs",133.01,2025-02-11,418,5,138.33,2024-12-05,58,MEDIUM,50,6,false,,0,4,702.65
118027,"MCRC K9 Hypo HP 3.5 kg",60.86,2025-02-08,421,4,68.16,2024-08-30,74,MEDIUM,85.7,7,true,66.05,1,11,698.39
133024,"Simparica 20mg (5.1-10.0kg) Tan",37.16,2025-07-22,257,3,67.82,2025-06-25,48,LOW,50,4,false,,0,13,696.19
104863,"Metacam Oral 100ml",17.17,2025-04-26,344,3,,,38,LOW,33.3,3,true,175.93,1,5,695.01
130006,"Hills K9 Metab & Mobil ckn 24lbs",172.72,2025-03-20,381,4,120.72,2020-10-05,81,HIGH,100,6,false,,0,4,690.88
139867,"Hills C/D Stress Fel Ocean Fish 8.5lb",84.81,2025-07-09,270,4,,,83,HIGH,100,8,false,,0,8,678.48
2718,"Catheterization-Indwelling Urinary FLUTD",113,2023-02-01,1159,6,60,2022-12-30,86,HIGH,90,10,false,,0,6,678
CRO,"Crown Amputation - Canine Tooth",112.5,2025-04-10,360,3,450,2025-01-23,66,MEDIUM,80,5,false,,0,5,675
CHMSCW,"IDEXX Chemistry Screen",168.5,2025-07-28,251,3,,,76,HIGH,100,4,false,,0,4,674
105105,"Hills Fel k/d Ckn 156g",3.57,2025-09-24,193,3,85.68,2025-09-19,44,LOW,40,5,true,66.78,1,10,671.76
131002,"AeroDawg Aerosol Chamber Small",81.5,2019-08-23,2417,2,,,72,MEDIUM,100,4,true,163.63,2,6,671.27
140224,"Mirataz 2% 5 gr",55.85,2025-01-09,451,4,67.12,2024-05-11,47,LOW,40,5,true,70.92,1,10,670.35
126232,"Viaderm KC Cream 15g",22.67,2025-04-01,369,3,26.22,2024-11-27,80,HIGH,100,10,true,25.07,2,27,663.28
CROW,"Crown Amputation",172.5,2025-04-10,360,3,34.5,2025-02-11,50,MEDIUM,50,6,false,,0,6,655.5
128911,"Feline Hills K/D Renal Tuna stew 82 g",12.36,2025-10-10,177,3,74.16,2025-09-26,48,LOW,50,4,true,74.16,2,11,654.66
120502,"RC K9 Gastro - 4kg",64.84,2025-04-04,366,7,72.62,2024-12-17,87,HIGH,90.9,11,false,,0,9,648.4
MSAO,"Mature Spay <40lb Add-On",84.78,2025-02-27,402,7,,,89,HIGH,92.3,13,false,,0,8,644.33
143991,"VANGUARD Parvovirus Vaccine",643.2,2026-03-07,29,1,,,63,MEDIUM,100,1,false,,0,1,643.2
ANAL1,"Anal Glands(With Appointment)",22,2021-02-16,1874,36,20,2020-09-18,100,HIGH,99.3,139,false,,0,29,638
118480,"Milbemax cats (16mg/40mg)",32.62,2026-01-27,68,3,33.98,2020-04-15,64,MEDIUM,66.7,15,false,,0,15,637.21
AS2,"ACTH Stim (One Pre  One Post) OUT",211.9,2025-05-21,319,2,,,70,MEDIUM,100,3,false,,0,3,635.7
GWOPP,"Gateway Odyssey Paw Print Urn",211,2025-10-03,184,1,,,67,MEDIUM,100,3,false,,0,3,633
AEPI2,"Allergy Panel Environmental/Insect Idexx",631.5,2026-01-06,89,1,,,63,MEDIUM,100,1,false,,0,1,631.5
109235,"Vigamox 0.5% - 3mL",45.55,2025-10-04,183,4,40.76,2025-07-24,73,MEDIUM,80,10,false,,0,14,628.32
MET,"Metacam Orally/Ml (clinic )",18.91,2025-01-21,439,5,26,2024-11-08,39,LOW,16.7,6,true,82.4,1,13,626.06
128902,"Hills Fel c/d stew (tuna) 82 g",68.64,2025-02-08,421,7,17.16,2025-02-06,73,MEDIUM,53.7,41,true,71.52,1,20,624.98
141169,"Solensia 7 mg/ml (1 ML Vial)",78.04,2025-02-21,408,4,64.05,2025-02-06,83,HIGH,87.1,31,false,,0,8,624.32
100095,"Piroxicam 10mg",99,2025-08-18,230,2,,,69,MEDIUM,100,2,true,106,1,6,622
130010,"Hills Fel Metabolic + Urin Ckn - 12lbs",123.21,2025-05-28,312,4,120.5,2023-04-28,80,HIGH,100,5,false,,0,5,616.05
0613,"Metacam for cats 0.5 mg/ml IC",19.73,2025-03-01,400,3,15.71,2025-02-26,55,MEDIUM,60,5,true,12.91,1,30,608.69
117010,"RC Fel Hypo HP - 1.5kg",40.98,2025-08-02,246,6,29.17,2025-07-22,83,HIGH,83.3,12,false,,0,16,605.65
143774,"Hills Fel C/D Stress Veg/Tuna Stew",74.4,2025-08-16,232,6,,,77,HIGH,75,8,false,,0,8,600.48
INTEC,"International Certificate (paper work)",200,2024-10-31,521,3,70,2024-08-24,77,HIGH,100,5,false,,0,3,600
115023,"EIDAP Microchip FDX-B w/Barcode - 50/pk",60,2026-02-13,51,2,,,76,HIGH,100,10,false,,0,10,600
135949,"Interceptor PlusChew Yellow(11.4-22.7 KG",38.08,2025-12-01,125,3,22.29,2025-10-18,55,MEDIUM,57.1,7,false,,0,19,599.1
132212,"PVD K9 UR - 377g",62.76,2024-06-27,647,3,,,66,MEDIUM,80,5,true,112.08,1,5,591.96
